ID,Name,Municipality_ID,CreatedOn,CreatedBy,LastUpdate,UpdateBy,Deleted
550,EEXTERZANDVOORT,1680,2021-10-06 18:54:32,System - import,2021-10-06 18:54:32,System - import,0
551,EGCHEL,918,2021-10-06 18:54:33,System - import,2021-10-06 18:54:33,System - import,0
552,EGMOND AAN DEN HOEF,373,2021-10-06 18:54:33,System - import,2021-10-06 18:54:33,System - import,0
553,EGMOND AAN ZEE,373,2021-10-06 18:54:34,System - import,2021-10-06 18:54:34,System - import,0
554,EGMOND-BINNEN,373,2021-10-06 18:54:36,System - import,2021-10-06 18:54:36,System - import,0
555,EIBERGEN,229,2021-10-06 18:54:37,System - import,2021-10-06 18:54:37,System - import,0
556,EIJSDEN,905,2021-10-06 18:54:41,System - import,2021-10-06 18:54:41,System - import,0
557,EINDHOVEN,772,2021-10-06 18:54:44,System - import,2021-10-06 18:54:44,System - import,0
558,EINIGHAUSEN,1883,2021-10-06 18:55:43,System - import,2021-10-06 18:55:43,System - import,0
559,EKEHAAR,1680,2021-10-06 18:55:43,System - import,2021-10-06 18:55:43,System - import,0
560,ELAHUIZEN,653,2021-10-06 18:55:43,System - import,2021-10-06 18:55:43,System - import,0
561,ELBURG,230,2021-10-06 18:55:43,System - import,2021-10-06 18:55:43,System - import,0
562,ELDERSLOO,1680,2021-10-06 18:55:47,System - import,2021-10-06 18:55:47,System - import,0
563,ELEVELD,1680,2021-10-06 18:55:47,System - import,2021-10-06 18:55:47,System - import,0
564,ELIM,118,2021-10-06 18:55:47,System - import,2021-10-06 18:55:47,System - import,0
565,ELKENRADE,1729,2021-10-06 18:55:48,System - import,2021-10-06 18:55:48,System - import,0
566,ELL,925,2021-10-06 18:55:48,System - import,2021-10-06 18:55:48,System - import,0
567,ELLECOM,275,2021-10-06 18:55:48,System - import,2021-10-06 18:55:48,System - import,0
568,ELLEMEET,1676,2021-10-06 18:55:49,System - import,2021-10-06 18:55:49,System - import,0
569,ELLERTSHAAR,1681,2021-10-06 18:55:49,System - import,2021-10-06 18:55:49,System - import,0
570,ELLEWOUTSDIJK,654,2021-10-06 18:55:49,System - import,2021-10-06 18:55:49,System - import,0
571,ELP,1731,2021-10-06 18:55:50,System - import,2021-10-06 18:55:50,System - import,0
572,ELSENDORP,1652,2021-10-06 18:55:50,System - import,2021-10-06 18:55:50,System - import,0
573,ELSHOUT,797,2021-10-06 18:55:50,System - import,2021-10-06 18:55:50,System - import,0
574,ELSLOO FR,85,2021-10-06 18:55:51,System - import,2021-10-06 18:55:51,System - import,0
575,ELSLOO LB,971,2021-10-06 18:55:51,System - import,2021-10-06 18:55:51,System - import,0
576,ELSPEET,302,2021-10-06 18:55:54,System - import,2021-10-06 18:55:54,System - import,0
577,ELST GLD,1734,2021-10-06 18:55:55,System - import,2021-10-06 18:55:55,System - import,0
578,ELST UT,340,2021-10-06 18:56:00,System - import,2021-10-06 18:56:00,System - import,0
579,EMMELOORD,171,2021-10-06 18:56:01,System - import,2021-10-06 18:56:01,System - import,0
580,EMMEN,114,2021-10-06 18:56:10,System - import,2021-10-06 18:56:10,System - import,0
581,EMMER COMPASCUUM,114,2021-10-06 18:56:29,System - import,2021-10-06 18:56:29,System - import,0
582,EMPE,213,2021-10-06 18:56:32,System - import,2021-10-06 18:56:32,System - import,0
583,EMST,232,2021-10-06 18:56:32,System - import,2021-10-06 18:56:32,System - import,0
584,ENGELUM,83,2021-10-06 18:56:33,System - import,2021-10-06 18:56:33,System - import,0
585,ENGWIERUM,58,2021-10-06 18:56:34,System - import,2021-10-06 18:56:34,System - import,0
586,ENKHUIZEN,388,2021-10-06 18:56:34,System - import,2021-10-06 18:56:34,System - import,0
587,ENS,171,2021-10-06 18:56:40,System - import,2021-10-06 18:56:40,System - import,0
588,ENSCHEDE,153,2021-10-06 18:56:41,System - import,2021-10-06 18:56:41,System - import,0
589,ENSPIJK,236,2021-10-06 18:57:27,System - import,2021-10-06 18:57:27,System - import,0
590,ENTER,189,2021-10-06 18:57:27,System - import,2021-10-06 18:57:27,System - import,0
591,ENUMATIL,22,2021-10-06 18:57:29,System - import,2021-10-06 18:57:29,System - import,0
592,EPE,232,2021-10-06 18:57:29,System - import,2021-10-06 18:57:29,System - import,0
593,EPEN,1729,2021-10-06 18:57:35,System - import,2021-10-06 18:57:35,System - import,0
594,EPPENHUIZEN,1651,2021-10-06 18:57:36,System - import,2021-10-06 18:57:36,System - import,0
595,EPSE,239,2021-10-06 18:57:36,System - import,2021-10-06 18:57:36,System - import,0
596,ERICA,114,2021-10-06 18:57:37,System - import,2021-10-06 18:57:37,System - import,0
597,ERICHEM,214,2021-10-06 18:57:39,System - import,2021-10-06 18:57:39,System - import,0
598,ERLECOM,282,2021-10-06 18:57:39,System - import,2021-10-06 18:57:39,System - import,0
599,ERM,109,2021-10-06 18:57:39,System - import,2021-10-06 18:57:39,System - import,0
600,ERMELO,233,2021-10-06 18:57:39,System - import,2021-10-06 18:57:39,System - import,0
601,ERP,860,2021-10-06 18:57:47,System - import,2021-10-06 18:57:47,System - import,0
602,ESBEEK,798,2021-10-06 18:57:50,System - import,2021-10-06 18:57:50,System - import,0
603,ESCH,788,2021-10-06 18:57:50,System - import,2021-10-06 18:57:50,System - import,0
604,ESCHAREN,786,2021-10-06 18:57:51,System - import,2021-10-06 18:57:51,System - import,0
605,ESPEL,171,2021-10-06 18:57:52,System - import,2021-10-06 18:57:52,System - import,0
606,EST,304,2021-10-06 18:57:52,System - import,2021-10-06 18:57:52,System - import,0
607,ETTEN GLD,237,2021-10-06 18:57:52,System - import,2021-10-06 18:57:52,System - import,0
608,ETTEN-LEUR,777,2021-10-06 18:57:53,System - import,2021-10-06 18:57:53,System - import,0
609,EUROPOORT ROTTERDAM,599,2021-10-06 18:58:04,System - import,2021-10-06 18:58:04,System - import,0
610,EURSINGE,1731,2021-10-06 18:58:05,System - import,2021-10-06 18:58:05,System - import,0
611,EURSINGE GEM DE WOLDEN,1690,2021-10-06 18:58:05,System - import,2021-10-06 18:58:05,System - import,0
612,EVERDINGEN,620,2021-10-06 18:58:05,System - import,2021-10-06 18:58:05,System - import,0
613,EVERTSOORD,964,2021-10-06 18:58:05,System - import,2021-10-06 18:58:05,System - import,0
614,EWIJK,209,2021-10-06 18:58:05,System - import,2021-10-06 18:58:05,System - import,0
615,EXLOERVEEN,1681,2021-10-06 18:58:06,System - import,2021-10-06 18:58:06,System - import,0
616,EXLOO,1681,2021-10-06 18:58:06,System - import,2021-10-06 18:58:06,System - import,0
617,EXMORRA,710,2021-10-06 18:58:07,System - import,2021-10-06 18:58:07,System - import,0
618,EYGELSHOVEN,928,2021-10-06 18:58:07,System - import,2021-10-06 18:58:07,System - import,0
619,EYS,1729,2021-10-06 18:58:09,System - import,2021-10-06 18:58:09,System - import,0
620,EZINGE,53,2021-10-06 18:58:10,System - import,2021-10-06 18:58:10,System - import,0
621,FARMSUM,10,2021-10-06 18:58:10,System - import,2021-10-06 18:58:10,System - import,0
622,FEERWERD,53,2021-10-06 18:58:12,System - import,2021-10-06 18:58:12,System - import,0
623,FERWERT,1722,2021-10-06 18:58:12,System - import,2021-10-06 18:58:12,System - import,0
624,FERWOUDE,710,2021-10-06 18:58:13,System - import,2021-10-06 18:58:13,System - import,0
625,FIJNAART,1709,2021-10-06 18:58:13,System - import,2021-10-06 18:58:13,System - import,0
626,FINKUM,81,2021-10-06 18:58:15,System - import,2021-10-06 18:58:15,System - import,0
627,FINSTERWOLDE,1661,2021-10-06 18:58:15,System - import,2021-10-06 18:58:15,System - import,0
628,FIRDGUM,70,2021-10-06 18:58:16,System - import,2021-10-06 18:58:16,System - import,0
629,FLERINGEN,183,2021-10-06 18:58:16,System - import,2021-10-06 18:58:16,System - import,0
630,FLUITENBERG,118,2021-10-06 18:58:16,System - import,2021-10-06 18:58:16,System - import,0
631,FOCHTELOO,85,2021-10-06 18:58:16,System - import,2021-10-06 18:58:16,System - import,0
632,FOLLEGA,82,2021-10-06 18:58:17,System - import,2021-10-06 18:58:17,System - import,0
633,FOLSGARE,683,2021-10-06 18:58:17,System - import,2021-10-06 18:58:17,System - import,0
634,FOUDGUM,58,2021-10-06 18:58:17,System - import,2021-10-06 18:58:17,System - import,0
635,FOXHOL,18,2021-10-06 18:58:17,System - import,2021-10-06 18:58:17,System - import,0
636,FOXWOLDE,1699,2021-10-06 18:58:17,System - import,2021-10-06 18:58:17,System - import,0
637,FRANEKER,70,2021-10-06 18:58:17,System - import,2021-10-06 18:58:17,System - import,0
638,FREDERIKSOORD,1701,2021-10-06 18:58:23,System - import,2021-10-06 18:58:23,System - import,0
639,FRIENS,55,2021-10-06 18:58:23,System - import,2021-10-06 18:58:23,System - import,0
640,FRIESCHEPALEN,86,2021-10-06 18:58:23,System - import,2021-10-06 18:58:23,System - import,0
641,FROOMBOSCH,40,2021-10-06 18:58:23,System - import,2021-10-06 18:58:23,System - import,0
642,GAANDEREN,222,2021-10-06 18:58:23,System - import,2021-10-06 18:58:23,System - import,0
643,GAAST,710,2021-10-06 18:58:25,System - import,2021-10-06 18:58:25,System - import,0
644,GAASTMEER,683,2021-10-06 18:58:25,System - import,2021-10-06 18:58:25,System - import,0
645,GALDER,1723,2021-10-06 18:58:25,System - import,2021-10-06 18:58:25,System - import,0
646,GAMEREN,297,2021-10-06 18:58:26,System - import,2021-10-06 18:58:26,System - import,0
647,GAPINGE,717,2021-10-06 18:58:26,System - import,2021-10-06 18:58:26,System - import,0
648,GARDEREN,203,2021-10-06 18:58:27,System - import,2021-10-06 18:58:27,System - import,0
649,GARMERWOLDE,9,2021-10-06 18:58:27,System - import,2021-10-06 18:58:27,System - import,0
650,GARMINGE,1731,2021-10-06 18:58:28,System - import,2021-10-06 18:58:28,System - import,0
651,GARNWERD,53,2021-10-06 18:58:28,System - import,2021-10-06 18:58:28,System - import,0
652,GARRELSWEER,24,2021-10-06 18:58:28,System - import,2021-10-06 18:58:28,System - import,0
653,GARSTHUIZEN,24,2021-10-06 18:58:28,System - import,2021-10-06 18:58:28,System - import,0
654,GARYP,737,2021-10-06 18:58:28,System - import,2021-10-06 18:58:28,System - import,0
655,GASSEL,786,2021-10-06 18:58:29,System - import,2021-10-06 18:58:29,System - import,0
656,GASSELTE,1680,2021-10-06 18:58:30,System - import,2021-10-06 18:58:30,System - import,0
657,GASSELTERNIJVEEN,1680,2021-10-06 18:58:30,System - import,2021-10-06 18:58:30,System - import,0
658,GASSELTERNIJVEENSCHEMOND,1680,2021-10-06 18:58:31,System - import,2021-10-06 18:58:31,System - import,0
659,GASTEL,1706,2021-10-06 18:58:31,System - import,2021-10-06 18:58:31,System - import,0
660,GASTEREN,1680,2021-10-06 18:58:31,System - import,2021-10-06 18:58:31,System - import,0
661,GAUW,683,2021-10-06 18:58:32,System - import,2021-10-06 18:58:32,System - import,0
662,GEELBROEK,1680,2021-10-06 18:58:32,System - import,2021-10-06 18:58:32,System - import,0
663,GEERSDIJK,1695,2021-10-06 18:58:32,System - import,2021-10-06 18:58:32,System - import,0
664,GEERTRUIDENBERG,779,2021-10-06 18:58:32,System - import,2021-10-06 18:58:32,System - import,0
665,GEERVLIET,568,2021-10-06 18:58:34,System - import,2021-10-06 18:58:34,System - import,0
666,GEES,109,2021-10-06 18:58:35,System - import,2021-10-06 18:58:35,System - import,0
667,GEESBRUG,109,2021-10-06 18:58:35,System - import,2021-10-06 18:58:35,System - import,0
668,GEESTEREN GLD,211,2021-10-06 18:58:36,System - import,2021-10-06 18:58:36,System - import,0
669,GEESTEREN OV,183,2021-10-06 18:58:37,System - import,2021-10-06 18:58:37,System - import,0
670,GEEUWENBRUG,1701,2021-10-06 18:58:38,System - import,2021-10-06 18:58:38,System - import,0
671,GEFFEN,1671,2021-10-06 18:58:38,System - import,2021-10-06 18:58:38,System - import,0
672,GEIJSTEREN,993,2021-10-06 18:58:40,System - import,2021-10-06 18:58:40,System - import,0
673,GELDERMALSEN,236,2021-10-06 18:58:40,System - import,2021-10-06 18:58:40,System - import,0
674,GELDERSWOUDE,638,2021-10-06 18:58:43,System - import,2021-10-06 18:58:43,System - import,0
675,GELDROP,781,2021-10-06 18:58:43,System - import,2021-10-06 18:58:43,System - import,0
676,GELEEN,1883,2021-10-06 18:58:51,System - import,2021-10-06 18:58:51,System - import,0
677,GELLICUM,236,2021-10-06 18:59:02,System - import,2021-10-06 18:59:02,System - import,0
678,GELSELAAR,211,2021-10-06 18:59:02,System - import,2021-10-06 18:59:02,System - import,0
679,GEMERT,1652,2021-10-06 18:59:02,System - import,2021-10-06 18:59:02,System - import,0
680,GEMONDE,845,2021-10-06 18:59:07,System - import,2021-10-06 18:59:07,System - import,0
681,GENDEREN,738,2021-10-06 18:59:08,System - import,2021-10-06 18:59:08,System - import,0
682,GENDRINGEN,237,2021-10-06 18:59:08,System - import,2021-10-06 18:59:08,System - import,0
683,GENDT,1705,2021-10-06 18:59:10,System - import,2021-10-06 18:59:10,System - import,0
684,GENEMUIDEN,1896,2021-10-06 18:59:12,System - import,2021-10-06 18:59:12,System - import,0
685,GENNEP,907,2021-10-06 18:59:15,System - import,2021-10-06 18:59:15,System - import,0
686,GERKESKLOOSTER,59,2021-10-06 18:59:18,System - import,2021-10-06 18:59:18,System - import,0
687,GERSLOOT,74,2021-10-06 18:59:18,System - import,2021-10-06 18:59:18,System - import,0
688,GEULLE,938,2021-10-06 18:59:19,System - import,2021-10-06 18:59:19,System - import,0
689,GIESBEEK,199,2021-10-06 18:59:20,System - import,2021-10-06 18:59:20,System - import,0
690,GIESSEN,874,2021-10-06 18:59:21,System - import,2021-10-06 18:59:21,System - import,0
691,GIESSENBURG,689,2021-10-06 18:59:21,System - import,2021-10-06 18:59:21,System - import,0
692,GIETEN,1680,2021-10-06 18:59:22,System - import,2021-10-06 18:59:22,System - import,0
693,GIETERVEEN,1680,2021-10-06 18:59:24,System - import,2021-10-06 18:59:24,System - import,0
694,GIETHMEN,175,2021-10-06 18:59:25,System - import,2021-10-06 18:59:25,System - import,0
695,GIETHOORN,1708,2021-10-06 18:59:25,System - import,2021-10-06 18:59:25,System - import,0
696,GILZE,784,2021-10-06 18:59:26,System - import,2021-10-06 18:59:26,System - import,0
697,GINNUM,1722,2021-10-06 18:59:28,System - import,2021-10-06 18:59:28,System - import,0
698,GLANE,168,2021-10-06 18:59:28,System - import,2021-10-06 18:59:28,System - import,0
699,GLIMMEN,17,2021-10-06 18:59:29,System - import,2021-10-06 18:59:29,System - import,0
700,GODLINZE,10,2021-10-06 18:59:29,System - import,2021-10-06 18:59:29,System - import,0
701,GOEDEREEDE,511,2021-10-06 18:59:29,System - import,2021-10-06 18:59:29,System - import,0
702,GOENGA,683,2021-10-06 18:59:30,System - import,2021-10-06 18:59:30,System - import,0
703,GOENGAHUIZEN,90,2021-10-06 18:59:31,System - import,2021-10-06 18:59:31,System - import,0
704,GOES,664,2021-10-06 18:59:31,System - import,2021-10-06 18:59:31,System - import,0
705,GOINGARIJP,51,2021-10-06 18:59:41,System - import,2021-10-06 18:59:41,System - import,0
706,GOIRLE,785,2021-10-06 18:59:41,System - import,2021-10-06 18:59:41,System - import,0
707,GOOR,1735,2021-10-06 18:59:46,System - import,2021-10-06 18:59:46,System - import,0
708,GORINCHEM,512,2021-10-06 18:59:50,System - import,2021-10-06 18:59:50,System - import,0
709,GORREDIJK,86,2021-10-06 19:00:02,System - import,2021-10-06 19:00:02,System - import,0
710,GORSSEL,239,2021-10-06 19:00:04,System - import,2021-10-06 19:00:04,System - import,0
711,GOUDA,513,2021-10-06 19:00:06,System - import,2021-10-06 19:00:06,System - import,0
712,GOUDERAK,644,2021-10-06 19:00:28,System - import,2021-10-06 19:00:28,System - import,0
713,GOUDRIAAN,693,2021-10-06 19:00:28,System - import,2021-10-06 19:00:28,System - import,0
714,GOUDSWAARD,588,2021-10-06 19:00:29,System - import,2021-10-06 19:00:29,System - import,0
715,GOUTUM,80,2021-10-06 19:00:29,System - import,2021-10-06 19:00:29,System - import,0
716,GRAAUW,677,2021-10-06 19:00:30,System - import,2021-10-06 19:00:30,System - import,0
717,GRAFHORST,166,2021-10-06 19:00:30,System - import,2021-10-06 19:00:30,System - import,0
718,GRAFT,365,2021-10-06 19:00:31,System - import,2021-10-06 19:00:31,System - import,0
719,GRAMSBERGEN,160,2021-10-06 19:00:31,System - import,2021-10-06 19:00:31,System - import,0
720,GRASHOEK,918,2021-10-06 19:00:32,System - import,2021-10-06 19:00:32,System - import,0
721,GRATHEM,920,2021-10-06 19:00:33,System - import,2021-10-06 19:00:33,System - import,0
722,GRAVE,786,2021-10-06 19:00:33,System - import,2021-10-06 19:00:33,System - import,0
723,GREONTERP,683,2021-10-06 19:00:36,System - import,2021-10-06 19:00:36,System - import,0
724,GREVENBICHT,1883,2021-10-06 19:00:36,System - import,2021-10-06 19:00:36,System - import,0
725,GRIENDTSVEEN,1507,2021-10-06 19:00:37,System - import,2021-10-06 19:00:37,System - import,0
726,GRIJPSKERK,56,2021-10-06 19:00:37,System - import,2021-10-06 19:00:37,System - import,0
727,GRIJPSKERKE,717,2021-10-06 19:00:38,System - import,2021-10-06 19:00:38,System - import,0
728,GROEDE,1714,2021-10-06 19:00:39,System - import,2021-10-06 19:00:39,System - import,0
729,GROENEKAN,310,2021-10-06 19:00:40,System - import,2021-10-06 19:00:40,System - import,0
730,GROENINGEN,756,2021-10-06 19:00:40,System - import,2021-10-06 19:00:40,System - import,0
731,GROENLO,240,2021-10-06 19:00:40,System - import,2021-10-06 19:00:40,System - import,0
732,GROESBEEK,241,2021-10-06 19:00:44,System - import,2021-10-06 19:00:44,System - import,0
733,GROESSEN,226,2021-10-06 19:00:48,System - import,2021-10-06 19:00:48,System - import,0
734,GROET,373,2021-10-06 19:00:49,System - import,2021-10-06 19:00:49,System - import,0
735,GROLLOO,1680,2021-10-06 19:00:50,System - import,2021-10-06 19:00:50,System - import,0
736,GRONINGEN,14,2021-10-06 19:00:50,System - import,2021-10-06 19:00:50,System - import,0
737,GRONSVELD,905,2021-10-06 19:01:53,System - import,2021-10-06 19:01:53,System - import,0
738,GROOT AMMERS,694,2021-10-06 19:01:54,System - import,2021-10-06 19:01:54,System - import,0
739,GROOTEBROEK,532,2021-10-06 19:01:55,System - import,2021-10-06 19:01:55,System - import,0
740,GROOTEGAST,15,2021-10-06 19:01:57,System - import,2021-10-06 19:01:57,System - import,0
741,GROOTSCHERMER,458,2021-10-06 19:01:58,System - import,2021-10-06 19:01:58,System - import,0
742,GROU,55,2021-10-06 19:01:59,System - import,2021-10-06 19:01:59,System - import,0
743,GRUBBENVORST,1507,2021-10-06 19:02:02,System - import,2021-10-06 19:02:02,System - import,0
744,GULPEN,1729,2021-10-06 19:02:03,System - import,2021-10-06 19:02:03,System - import,0
745,GUTTECOVEN,1883,2021-10-06 19:02:05,System - import,2021-10-06 19:02:05,System - import,0
746,GYTSJERK,737,2021-10-06 19:02:05,System - import,2021-10-06 19:02:05,System - import,0
747,HAAFTEN,304,2021-10-06 19:02:06,System - import,2021-10-06 19:02:06,System - import,0
748,HAAKSBERGEN,158,2021-10-06 19:02:07,System - import,2021-10-06 19:02:07,System - import,0
749,HAALDEREN,1705,2021-10-06 19:02:15,System - import,2021-10-06 19:02:15,System - import,0
750,HAAREN,788,2021-10-06 19:02:15,System - import,2021-10-06 19:02:15,System - import,0
751,HAARLE GEM HELLENDOORN,163,2021-10-06 19:02:17,System - import,2021-10-06 19:02:17,System - import,0
752,HAARLE GEM TUBBERGEN,183,2021-10-06 19:02:18,System - import,2021-10-06 19:02:18,System - import,0
753,HAARLEM,392,2021-10-06 19:02:18,System - import,2021-10-06 19:02:18,System - import,0
754,HAARLEMMERLIEDE,393,2021-10-06 19:03:03,System - import,2021-10-06 19:03:03,System - import,0
755,HAARLO,211,2021-10-06 19:03:03,System - import,2021-10-06 19:03:03,System - import,0
756,HAARSTEEG,797,2021-10-06 19:03:03,System - import,2021-10-06 19:03:03,System - import,0
757,HAARZUILENS,344,2021-10-06 19:03:04,System - import,2021-10-06 19:03:04,System - import,0
758,HAASTRECHT,623,2021-10-06 19:03:04,System - import,2021-10-06 19:03:04,System - import,0
759,HAELEN,914,2021-10-06 19:03:05,System - import,2021-10-06 19:03:05,System - import,0
760,HAGESTEIN,620,2021-10-06 19:03:07,System - import,2021-10-06 19:03:07,System - import,0
761,HAGHORST,798,2021-10-06 19:03:07,System - import,2021-10-06 19:03:07,System - import,0
762,HALER,925,2021-10-06 19:03:08,System - import,2021-10-06 19:03:08,System - import,0
763,HALFWEG NH,393,2021-10-06 19:03:08,System - import,2021-10-06 19:03:08,System - import,0
764,HALL,213,2021-10-06 19:03:09,System - import,2021-10-06 19:03:09,System - import,0
765,HALLE,298,2021-10-06 19:03:09,System - import,2021-10-06 19:03:09,System - import,0
766,HALLUM,1722,2021-10-06 19:03:11,System - import,2021-10-06 19:03:11,System - import,0
767,HALSTEREN,748,2021-10-06 19:03:12,System - import,2021-10-06 19:03:12,System - import,0
768,HANDEL,1652,2021-10-06 19:03:15,System - import,2021-10-06 19:03:15,System - import,0
769,HANK,870,2021-10-06 19:03:16,System - import,2021-10-06 19:03:16,System - import,0
770,HANSWEERT,703,2021-10-06 19:03:17,System - import,2021-10-06 19:03:17,System - import,0
771,HANTUM,58,2021-10-06 19:03:18,System - import,2021-10-06 19:03:18,System - import,0
772,HANTUMERUITBUREN,58,2021-10-06 19:03:18,System - import,2021-10-06 19:03:18,System - import,0
773,HANTUMHUIZEN,58,2021-10-06 19:03:19,System - import,2021-10-06 19:03:19,System - import,0
774,HAPERT,1728,2021-10-06 19:03:19,System - import,2021-10-06 19:03:19,System - import,0
775,HAPS,1684,2021-10-06 19:03:20,System - import,2021-10-06 19:03:20,System - import,0
776,HARBRINKHOEK,183,2021-10-06 19:03:21,System - import,2021-10-06 19:03:21,System - import,0
777,HARDENBERG,160,2021-10-06 19:03:22,System - import,2021-10-06 19:03:22,System - import,0
778,HARDERWIJK,243,2021-10-06 19:03:28,System - import,2021-10-06 19:03:28,System - import,0
779,HARDINXVELD GIESSENDAM,523,2021-10-06 19:03:39,System - import,2021-10-06 19:03:39,System - import,0
780,HAREN GN,17,2021-10-06 19:03:43,System - import,2021-10-06 19:03:43,System - import,0
781,HAREN NB,828,2021-10-06 19:03:49,System - import,2021-10-06 19:03:49,System - import,0
782,HARFSEN,239,2021-10-06 19:03:50,System - import,2021-10-06 19:03:50,System - import,0
783,HARICH,653,2021-10-06 19:03:51,System - import,2021-10-06 19:03:51,System - import,0
784,HARKEMA,59,2021-10-06 19:03:51,System - import,2021-10-06 19:03:51,System - import,0
785,HARKSTEDE,40,2021-10-06 19:03:52,System - import,2021-10-06 19:03:52,System - import,0
786,HARLINGEN,72,2021-10-06 19:03:53,System - import,2021-10-06 19:03:53,System - import,0
787,HARMELEN,632,2021-10-06 19:03:59,System - import,2021-10-06 19:03:59,System - import,0
788,HARREVELD,260,2021-10-06 19:04:01,System - import,2021-10-06 19:04:01,System - import,0
789,HARSKAMP,228,2021-10-06 19:04:02,System - import,2021-10-06 19:04:02,System - import,0
790,HARTWERD,710,2021-10-06 19:04:03,System - import,2021-10-06 19:04:03,System - import,0
791,HASKERDIJKEN,51,2021-10-06 19:04:03,System - import,2021-10-06 19:04:03,System - import,0
792,HASKERHORNE,51,2021-10-06 19:04:03,System - import,2021-10-06 19:04:03,System - import,0
793,HASSELT,1896,2021-10-06 19:04:03,System - import,2021-10-06 19:04:03,System - import,0
794,HATTEM,244,2021-10-06 19:04:06,System - import,2021-10-06 19:04:06,System - import,0
795,HATTEMERBROEK,269,2021-10-06 19:04:10,System - import,2021-10-06 19:04:10,System - import,0
796,HAULE,85,2021-10-06 19:04:10,System - import,2021-10-06 19:04:10,System - import,0
797,HAULERWIJK,85,2021-10-06 19:04:11,System - import,2021-10-06 19:04:11,System - import,0
798,HAUWERT,529,2021-10-06 19:04:12,System - import,2021-10-06 19:04:12,System - import,0
799,HAVELTE,1701,2021-10-06 19:04:12,System - import,2021-10-06 19:04:12,System - import,0
800,HAVELTERBERG,1701,2021-10-06 19:04:14,System - import,2021-10-06 19:04:14,System - import,0
801,HAZERSWOUDE DORP,1672,2021-10-06 19:04:14,System - import,2021-10-06 19:04:14,System - import,0
802,HAZERSWOUDE RIJNDIJK,1672,2021-10-06 19:04:16,System - import,2021-10-06 19:04:16,System - import,0
803,HEDEL,263,2021-10-06 19:04:18,System - import,2021-10-06 19:04:18,System - import,0
804,HEEG,683,2021-10-06 19:04:19,System - import,2021-10-06 19:04:19,System - import,0
805,HEEL,1937,2021-10-06 19:04:20,System - import,2021-10-06 19:04:20,System - import,0
806,HEELSUM,274,2021-10-06 19:04:21,System - import,2021-10-06 19:04:21,System - import,0
807,HEELWEG,295,2021-10-06 19:04:23,System - import,2021-10-06 19:04:23,System - import,0
808,HEEMSERVEEN,160,2021-10-06 19:04:23,System - import,2021-10-06 19:04:23,System - import,0
809,HEEMSKERK,396,2021-10-06 19:04:24,System - import,2021-10-06 19:04:24,System - import,0
810,HEEMSTEDE,397,2021-10-06 19:04:32,System - import,2021-10-06 19:04:32,System - import,0
811,HEENVLIET,568,2021-10-06 19:04:41,System - import,2021-10-06 19:04:41,System - import,0
812,HEERDE,246,2021-10-06 19:04:42,System - import,2021-10-06 19:04:42,System - import,0
813,HEERENVEEN,74,2021-10-06 19:04:46,System - import,2021-10-06 19:04:46,System - import,0
814,HEEREWAARDEN,263,2021-10-06 19:04:57,System - import,2021-10-06 19:04:57,System - import,0
815,HEERHUGOWAARD,398,2021-10-06 19:04:58,System - import,2021-10-06 19:04:58,System - import,0
816,HEERJANSDAM,642,2021-10-06 19:05:10,System - import,2021-10-06 19:05:10,System - import,0
817,HEERLE,1674,2021-10-06 19:05:11,System - import,2021-10-06 19:05:11,System - import,0
818,HEERLEN,917,2021-10-06 19:05:12,System - import,2021-10-06 19:05:12,System - import,0
819,HEESCH,1721,2021-10-06 19:05:33,System - import,2021-10-06 19:05:33,System - import,0
820,HEESSELT,304,2021-10-06 19:05:37,System - import,2021-10-06 19:05:37,System - import,0
821,HEESWIJK DINTHER,1721,2021-10-06 19:05:37,System - import,2021-10-06 19:05:37,System - import,0
822,HEETEN,177,2021-10-06 19:05:40,System - import,2021-10-06 19:05:40,System - import,0
823,HEEZE,1658,2021-10-06 19:05:41,System - import,2021-10-06 19:05:41,System - import,0
824,HEGEBEINTUM,1722,2021-10-06 19:05:44,System - import,2021-10-06 19:05:44,System - import,0
825,HEGELSOM,1507,2021-10-06 19:05:44,System - import,2021-10-06 19:05:44,System - import,0
826,HEI EN BOEICOP,707,2021-10-06 19:05:45,System - import,2021-10-06 19:05:45,System - import,0
827,HEIBLOEM,1670,2021-10-06 19:05:45,System - import,2021-10-06 19:05:45,System - import,0
828,HEIDE,984,2021-10-06 19:05:45,System - import,2021-10-06 19:05:45,System - import,0
829,HEIJEN,907,2021-10-06 19:05:45,System - import,2021-10-06 19:05:45,System - import,0
830,HEIJENRATH,1729,2021-10-06 19:05:46,System - import,2021-10-06 19:05:46,System - import,0
831,HEIJNINGEN,1709,2021-10-06 19:05:46,System - import,2021-10-06 19:05:46,System - import,0
832,HEIKANT,677,2021-10-06 19:05:47,System - import,2021-10-06 19:05:47,System - import,0
833,HEILIG LANDSTICHTING,241,2021-10-06 19:05:47,System - import,2021-10-06 19:05:47,System - import,0
834,HEILIGERLEE,39,2021-10-06 19:05:48,System - import,2021-10-06 19:05:48,System - import,0
835,HEILOO,399,2021-10-06 19:05:48,System - import,2021-10-06 19:05:48,System - import,0
836,HEINENOORD,585,2021-10-06 19:05:54,System - import,2021-10-06 19:05:54,System - import,0
837,HEINKENSZAND,654,2021-10-06 19:05:55,System - import,2021-10-06 19:05:55,System - import,0
