ID,Name,Municipality_ID,CreatedOn,CreatedBy,LastUpdate,UpdateBy,Deleted
1966,TEEFFELEN,808,2021-10-06 19:33:53,System - import,2021-10-06 19:33:53,System - import,0
1967,TEERNS,80,2021-10-06 19:33:53,System - import,2021-10-06 19:33:53,System - import,0
1968,TEGELEN,983,2021-10-06 19:33:53,System - import,2021-10-06 19:33:53,System - import,0
1969,TEN BOER,9,2021-10-06 19:33:56,System - import,2021-10-06 19:33:56,System - import,0
1970,TEN POST,9,2021-10-06 19:33:58,System - import,2021-10-06 19:33:58,System - import,0
1971,TER AAR,480,2021-10-06 19:33:58,System - import,2021-10-06 19:33:58,System - import,0
1972,TER AARD,106,2021-10-06 19:34:00,System - import,2021-10-06 19:34:00,System - import,0
1973,TER APEL,48,2021-10-06 19:34:00,System - import,2021-10-06 19:34:00,System - import,0
1974,TER APELKANAAL,48,2021-10-06 19:34:03,System - import,2021-10-06 19:34:03,System - import,0
1975,TER HEIJDE,562,2021-10-06 19:34:04,System - import,2021-10-06 19:34:04,System - import,0
1976,TER IDZARD,98,2021-10-06 19:34:04,System - import,2021-10-06 19:34:04,System - import,0
1977,TERBAND,74,2021-10-06 19:34:04,System - import,2021-10-06 19:34:04,System - import,0
1978,TERBORG,295,2021-10-06 19:34:04,System - import,2021-10-06 19:34:04,System - import,0
1979,TERHEIJDEN,1719,2021-10-06 19:34:06,System - import,2021-10-06 19:34:06,System - import,0
1980,TERHERNE,55,2021-10-06 19:34:07,System - import,2021-10-06 19:34:07,System - import,0
1981,TERHOLE,677,2021-10-06 19:34:08,System - import,2021-10-06 19:34:08,System - import,0
1982,TERKAPLE,51,2021-10-06 19:34:08,System - import,2021-10-06 19:34:08,System - import,0
1983,TERMUNTEN,10,2021-10-06 19:34:08,System - import,2021-10-06 19:34:08,System - import,0
1984,TERMUNTERZIJL,10,2021-10-06 19:34:08,System - import,2021-10-06 19:34:08,System - import,0
1985,TERNAARD,58,2021-10-06 19:34:08,System - import,2021-10-06 19:34:08,System - import,0
1986,TERNEUZEN,715,2021-10-06 19:34:09,System - import,2021-10-06 19:34:09,System - import,0
1987,TEROELE,51,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1988,TERSCHELLING BAAIDUINEN,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1989,TERSCHELLING FORMERUM,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1990,TERSCHELLING HEE,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1991,TERSCHELLING HOORN,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1992,TERSCHELLING KAART,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1993,TERSCHELLING KINNUM,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1994,TERSCHELLING LANDERUM,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1995,TERSCHELLING LIES,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1996,TERSCHELLING MIDSLAND,93,2021-10-06 19:34:17,System - import,2021-10-06 19:34:17,System - import,0
1997,TERSCHELLING OOSTEREND,93,2021-10-06 19:34:18,System - import,2021-10-06 19:34:18,System - import,0
1998,TERSCHELLING SEERYP,93,2021-10-06 19:34:18,System - import,2021-10-06 19:34:18,System - import,0
1999,TERSCHELLING WEST,93,2021-10-06 19:34:18,System - import,2021-10-06 19:34:18,System - import,0
2000,TERSCHUUR,203,2021-10-06 19:34:19,System - import,2021-10-06 19:34:19,System - import,0
2001,TERSOAL,55,2021-10-06 19:34:19,System - import,2021-10-06 19:34:19,System - import,0
2002,TERWISPEL,86,2021-10-06 19:34:19,System - import,2021-10-06 19:34:19,System - import,0
2003,TERWOLDE,285,2021-10-06 19:34:19,System - import,2021-10-06 19:34:19,System - import,0
2004,TETERINGEN,758,2021-10-06 19:34:20,System - import,2021-10-06 19:34:20,System - import,0
2005,TEUGE,285,2021-10-06 19:34:22,System - import,2021-10-06 19:34:22,System - import,0
2006,THESINGE,9,2021-10-06 19:34:22,System - import,2021-10-06 19:34:22,System - import,0
2007,THOLEN,716,2021-10-06 19:34:22,System - import,2021-10-06 19:34:22,System - import,0
2008,THORN,977,2021-10-06 19:34:25,System - import,2021-10-06 19:34:25,System - import,0
2009,TIEL,281,2021-10-06 19:34:25,System - import,2021-10-06 19:34:25,System - import,0
2010,TIENDEVEEN,118,2021-10-06 19:34:35,System - import,2021-10-06 19:34:35,System - import,0
2011,TIENHOVEN UT,333,2021-10-06 19:34:35,System - import,2021-10-06 19:34:35,System - import,0
2012,TIENHOVEN ZH,707,2021-10-06 19:34:35,System - import,2021-10-06 19:34:35,System - import,0
2013,TIENRAY,993,2021-10-06 19:34:36,System - import,2021-10-06 19:34:36,System - import,0
2014,TIJNJE,86,2021-10-06 19:34:36,System - import,2021-10-06 19:34:36,System - import,0
2015,TILBURG,855,2021-10-06 19:34:36,System - import,2021-10-06 19:34:36,System - import,0
2016,TILLIGTE,1774,2021-10-06 19:35:15,System - import,2021-10-06 19:35:15,System - import,0
2017,TINALLINGE,53,2021-10-06 19:35:16,System - import,2021-10-06 19:35:16,System - import,0
2018,TINTE,614,2021-10-06 19:35:16,System - import,2021-10-06 19:35:16,System - import,0
2019,TIRNS,683,2021-10-06 19:35:16,System - import,2021-10-06 19:35:16,System - import,0
2020,TJALHUIZUM,683,2021-10-06 19:35:16,System - import,2021-10-06 19:35:16,System - import,0
2021,TJALLEBERD,74,2021-10-06 19:35:16,System - import,2021-10-06 19:35:16,System - import,0
2022,TJERKGAAST,51,2021-10-06 19:35:16,System - import,2021-10-06 19:35:16,System - import,0
2023,TJERKWERD,710,2021-10-06 19:35:16,System - import,2021-10-06 19:35:16,System - import,0
2024,TJUCHEM,40,2021-10-06 19:35:17,System - import,2021-10-06 19:35:17,System - import,0
2025,TOLBERT,22,2021-10-06 19:35:17,System - import,2021-10-06 19:35:17,System - import,0
2026,TOLDIJK,280,2021-10-06 19:35:18,System - import,2021-10-06 19:35:18,System - import,0
2027,TOLKAMER,196,2021-10-06 19:35:18,System - import,2021-10-06 19:35:18,System - import,0
2028,TOLLEBEEK,171,2021-10-06 19:35:19,System - import,2021-10-06 19:35:19,System - import,0
2029,TONDEN,213,2021-10-06 19:35:20,System - import,2021-10-06 19:35:20,System - import,0
2030,TOORNWERD,24,2021-10-06 19:35:20,System - import,2021-10-06 19:35:20,System - import,0
2031,TRICHT,236,2021-10-06 19:35:20,System - import,2021-10-06 19:35:20,System - import,0
2032,TRIEMEN,79,2021-10-06 19:35:20,System - import,2021-10-06 19:35:20,System - import,0
2033,TRIPSCOMPAGNIE,1987,2021-10-06 19:35:21,System - import,2021-10-06 19:35:21,System - import,0
2034,TUBBERGEN,183,2021-10-06 19:35:21,System - import,2021-10-06 19:35:21,System - import,0
2035,TUIL,304,2021-10-06 19:35:22,System - import,2021-10-06 19:35:22,System - import,0
2036,TUITJENHORN,395,2021-10-06 19:35:23,System - import,2021-10-06 19:35:23,System - import,0
2037,TUK,1708,2021-10-06 19:35:23,System - import,2021-10-06 19:35:23,System - import,0
2038,TULL EN T WAAL,321,2021-10-06 19:35:24,System - import,2021-10-06 19:35:24,System - import,0
2039,TWEEDE EXLOERMOND,1681,2021-10-06 19:35:24,System - import,2021-10-06 19:35:24,System - import,0
2040,TWEEDE VALTHERMOND,1681,2021-10-06 19:35:25,System - import,2021-10-06 19:35:25,System - import,0
2041,TWELLO,285,2021-10-06 19:35:25,System - import,2021-10-06 19:35:25,System - import,0
2042,TWIJZEL,59,2021-10-06 19:35:28,System - import,2021-10-06 19:35:28,System - import,0
2043,TWIJZELERHEIDE,59,2021-10-06 19:35:28,System - import,2021-10-06 19:35:28,System - import,0
2044,TWISK,529,2021-10-06 19:35:29,System - import,2021-10-06 19:35:29,System - import,0
2045,TYNAARLO,1730,2021-10-06 19:35:29,System - import,2021-10-06 19:35:29,System - import,0
2046,TYTSJERK,737,2021-10-06 19:35:30,System - import,2021-10-06 19:35:30,System - import,0
2047,TZUM,70,2021-10-06 19:35:31,System - import,2021-10-06 19:35:31,System - import,0
2048,TZUMMARUM,70,2021-10-06 19:35:31,System - import,2021-10-06 19:35:31,System - import,0
2049,UBBENA,106,2021-10-06 19:35:32,System - import,2021-10-06 19:35:32,System - import,0
2050,UBBERGEN,282,2021-10-06 19:35:32,System - import,2021-10-06 19:35:32,System - import,0
2051,UDDEL,200,2021-10-06 19:35:32,System - import,2021-10-06 19:35:32,System - import,0
2052,UDEN,856,2021-10-06 19:35:32,System - import,2021-10-06 19:35:32,System - import,0
2053,UDENHOUT,855,2021-10-06 19:35:40,System - import,2021-10-06 19:35:40,System - import,0
2054,UFFELTE,1701,2021-10-06 19:35:42,System - import,2021-10-06 19:35:42,System - import,0
2055,UGCHELEN,200,2021-10-06 19:35:43,System - import,2021-10-06 19:35:43,System - import,0
2056,UITDAM,852,2021-10-06 19:35:44,System - import,2021-10-06 19:35:44,System - import,0
2057,UITGEEST,450,2021-10-06 19:35:44,System - import,2021-10-06 19:35:44,System - import,0
2058,UITHOORN,451,2021-10-06 19:35:47,System - import,2021-10-06 19:35:47,System - import,0
2059,UITHUIZEN,1651,2021-10-06 19:35:53,System - import,2021-10-06 19:35:53,System - import,0
2060,UITHUIZERMEEDEN,1651,2021-10-06 19:35:55,System - import,2021-10-06 19:35:55,System - import,0
2061,UITWELLINGERGA,683,2021-10-06 19:35:56,System - import,2021-10-06 19:35:56,System - import,0
2062,UITWIJK,874,2021-10-06 19:35:56,System - import,2021-10-06 19:35:56,System - import,0
2063,ULESTRATEN,938,2021-10-06 19:35:56,System - import,2021-10-06 19:35:56,System - import,0
2064,ULFT,237,2021-10-06 19:35:57,System - import,2021-10-06 19:35:57,System - import,0
2065,ULICOTEN,744,2021-10-06 19:35:59,System - import,2021-10-06 19:35:59,System - import,0
2066,ULRUM,1663,2021-10-06 19:36:00,System - import,2021-10-06 19:36:00,System - import,0
2067,ULVENHOUT,758,2021-10-06 19:36:00,System - import,2021-10-06 19:36:00,System - import,0
2068,ULVENHOUT AC,1723,2021-10-06 19:36:02,System - import,2021-10-06 19:36:02,System - import,0
2069,URETERP,86,2021-10-06 19:36:02,System - import,2021-10-06 19:36:02,System - import,0
2070,URK,184,2021-10-06 19:36:03,System - import,2021-10-06 19:36:03,System - import,0
2071,URMOND,971,2021-10-06 19:36:07,System - import,2021-10-06 19:36:07,System - import,0
2072,URSEM,558,2021-10-06 19:36:08,System - import,2021-10-06 19:36:08,System - import,0
2073,URSEM GEM SCHERMER,458,2021-10-06 19:36:09,System - import,2021-10-06 19:36:09,System - import,0
2074,USQUERT,1651,2021-10-06 19:36:09,System - import,2021-10-06 19:36:09,System - import,0
2075,UTRECHT,344,2021-10-06 19:36:09,System - import,2021-10-06 19:36:09,System - import,0
2076,VAALS,981,2021-10-06 19:37:17,System - import,2021-10-06 19:37:17,System - import,0
2077,VAASSEN,232,2021-10-06 19:37:19,System - import,2021-10-06 19:37:19,System - import,0
2078,VALBURG,1734,2021-10-06 19:37:23,System - import,2021-10-06 19:37:23,System - import,0
2079,VALKENBURG LB,994,2021-10-06 19:37:23,System - import,2021-10-06 19:37:23,System - import,0
2080,VALKENBURG ZH,619,2021-10-06 19:37:26,System - import,2021-10-06 19:37:26,System - import,0
2081,VALKENSWAARD,858,2021-10-06 19:37:27,System - import,2021-10-06 19:37:27,System - import,0
2082,VALTHE,1681,2021-10-06 19:37:35,System - import,2021-10-06 19:37:35,System - import,0
2083,VALTHERMOND,1681,2021-10-06 19:37:36,System - import,2021-10-06 19:37:36,System - import,0
2084,VARIK,304,2021-10-06 19:37:37,System - import,2021-10-06 19:37:37,System - import,0
2085,VARSSELDER VELDHUNTEN,237,2021-10-06 19:37:37,System - import,2021-10-06 19:37:37,System - import,0
2086,VARSSEVELD,295,2021-10-06 19:37:38,System - import,2021-10-06 19:37:38,System - import,0
2087,VASSE,183,2021-10-06 19:37:39,System - import,2021-10-06 19:37:39,System - import,0
2088,VEELERVEEN,7,2021-10-06 19:37:40,System - import,2021-10-06 19:37:40,System - import,0
2089,VEEN,738,2021-10-06 19:37:40,System - import,2021-10-06 19:37:40,System - import,0
2090,VEENDAM,47,2021-10-06 19:37:41,System - import,2021-10-06 19:37:41,System - import,0
2091,VEENENDAAL,345,2021-10-06 19:37:47,System - import,2021-10-06 19:37:47,System - import,0
2092,VEENHUIZEN,1699,2021-10-06 19:37:59,System - import,2021-10-06 19:37:59,System - import,0
2093,VEENINGEN,1690,2021-10-06 19:38:00,System - import,2021-10-06 19:38:00,System - import,0
2094,VEENKLOOSTER,79,2021-10-06 19:38:00,System - import,2021-10-06 19:38:00,System - import,0
2095,VEENOORD,114,2021-10-06 19:38:00,System - import,2021-10-06 19:38:00,System - import,0
2096,VEENWOUDEN,65,2021-10-06 19:38:01,System - import,2021-10-06 19:38:01,System - import,0
2097,VEERE,717,2021-10-06 19:38:02,System - import,2021-10-06 19:38:02,System - import,0
2098,VEESSEN,246,2021-10-06 19:38:03,System - import,2021-10-06 19:38:03,System - import,0
2099,VEGELINSOORD,51,2021-10-06 19:38:03,System - import,2021-10-06 19:38:03,System - import,0
2100,VEGHEL,860,2021-10-06 19:38:03,System - import,2021-10-06 19:38:03,System - import,0
2101,VELDDRIEL,263,2021-10-06 19:38:11,System - import,2021-10-06 19:38:11,System - import,0
2102,VELDEN,885,2021-10-06 19:38:11,System - import,2021-10-06 19:38:11,System - import,0
2103,VELDHOVEN,861,2021-10-06 19:38:13,System - import,2021-10-06 19:38:13,System - import,0
2104,VELP GLD,275,2021-10-06 19:38:24,System - import,2021-10-06 19:38:24,System - import,0
2105,VELP NB,786,2021-10-06 19:38:30,System - import,2021-10-06 19:38:30,System - import,0
2106,VELSEN-NOORD,453,2021-10-06 19:38:31,System - import,2021-10-06 19:38:31,System - import,0
2107,VELSEN-ZUID,453,2021-10-06 19:38:32,System - import,2021-10-06 19:38:32,System - import,0
2108,VELSERBROEK,453,2021-10-06 19:38:33,System - import,2021-10-06 19:38:33,System - import,0
2109,VENEBRUGGE,160,2021-10-06 19:38:37,System - import,2021-10-06 19:38:37,System - import,0
2110,VENHORST,755,2021-10-06 19:38:37,System - import,2021-10-06 19:38:37,System - import,0
2111,VENHUIZEN,454,2021-10-06 19:38:38,System - import,2021-10-06 19:38:38,System - import,0
2112,VENLO,983,2021-10-06 19:38:38,System - import,2021-10-06 19:38:38,System - import,0
2113,VENRAY,984,2021-10-06 19:38:56,System - import,2021-10-06 19:38:56,System - import,0
2114,VESSEM,770,2021-10-06 19:39:04,System - import,2021-10-06 19:39:04,System - import,0
2115,VETHUIZEN,207,2021-10-06 19:39:04,System - import,2021-10-06 19:39:04,System - import,0
2116,VEULEN,984,2021-10-06 19:39:04,System - import,2021-10-06 19:39:04,System - import,0
2117,VIANEN NB,1684,2021-10-06 19:39:05,System - import,2021-10-06 19:39:05,System - import,0
2118,VIANEN UT,620,2021-10-06 19:39:05,System - import,2021-10-06 19:39:05,System - import,0
2119,VIERAKKER,286,2021-10-06 19:39:09,System - import,2021-10-06 19:39:09,System - import,0
2120,VIERHOUTEN,302,2021-10-06 19:39:09,System - import,2021-10-06 19:39:09,System - import,0
2121,VIERHUIZEN,1663,2021-10-06 19:39:10,System - import,2021-10-06 19:39:10,System - import,0
2122,VIERLINGSBEEK,756,2021-10-06 19:39:10,System - import,2021-10-06 19:39:10,System - import,0
2123,VIERPOLDERS,501,2021-10-06 19:39:10,System - import,2021-10-06 19:39:10,System - import,0
2124,VIJFHUIZEN,394,2021-10-06 19:39:11,System - import,2021-10-06 19:39:11,System - import,0
2125,VIJLEN,981,2021-10-06 19:39:12,System - import,2021-10-06 19:39:12,System - import,0
2126,VILSTEREN,175,2021-10-06 19:39:13,System - import,2021-10-06 19:39:13,System - import,0
2127,VINKEGA,98,2021-10-06 19:39:13,System - import,2021-10-06 19:39:13,System - import,0
2128,VINKEL,1671,2021-10-06 19:39:13,System - import,2021-10-06 19:39:13,System - import,0
2129,VINKENBUURT,175,2021-10-06 19:39:13,System - import,2021-10-06 19:39:13,System - import,0
2130,VINKEVEEN,736,2021-10-06 19:39:14,System - import,2021-10-06 19:39:14,System - import,0
2131,VISVLIET,56,2021-10-06 19:39:16,System - import,2021-10-06 19:39:16,System - import,0
2132,VLAARDINGEN,622,2021-10-06 19:39:16,System - import,2021-10-06 19:39:16,System - import,0
2133,VLAGTWEDDE,48,2021-10-06 19:39:31,System - import,2021-10-06 19:39:31,System - import,0
2134,VLEDDER,1701,2021-10-06 19:39:32,System - import,2021-10-06 19:39:32,System - import,0
2135,VLEDDERVEEN DR,1701,2021-10-06 19:39:33,System - import,2021-10-06 19:39:33,System - import,0
2136,VLEDDERVEEN GN,37,2021-10-06 19:39:33,System - import,2021-10-06 19:39:33,System - import,0
2137,VLEUTEN,344,2021-10-06 19:39:33,System - import,2021-10-06 19:39:33,System - import,0
2138,VLIELAND,96,2021-10-06 19:39:35,System - import,2021-10-06 19:39:35,System - import,0
2139,VLIERDEN,762,2021-10-06 19:39:36,System - import,2021-10-06 19:39:36,System - import,0
2140,VLIJMEN,797,2021-10-06 19:39:36,System - import,2021-10-06 19:39:36,System - import,0
2141,VLISSINGEN,718,2021-10-06 19:39:39,System - import,2021-10-06 19:39:39,System - import,0
2142,VLIST,623,2021-10-06 19:39:50,System - import,2021-10-06 19:39:50,System - import,0
2143,VLODROP,1669,2021-10-06 19:39:50,System - import,2021-10-06 19:39:50,System - import,0
2144,VOERENDAAL,986,2021-10-06 19:39:51,System - import,2021-10-06 19:39:51,System - import,0
2145,VOGELENZANG,377,2021-10-06 19:39:53,System - import,2021-10-06 19:39:53,System - import,0
2146,VOGELWAARDE,677,2021-10-06 19:39:54,System - import,2021-10-06 19:39:54,System - import,0
2147,VOLENDAM,385,2021-10-06 19:39:55,System - import,2021-10-06 19:39:55,System - import,0
2148,VOLKEL,856,2021-10-06 19:40:01,System - import,2021-10-06 19:40:01,System - import,0
2149,VOLLENHOVE,1708,2021-10-06 19:40:02,System - import,2021-10-06 19:40:02,System - import,0
2150,VONDELINGENPLAAT RT,599,2021-10-06 19:40:03,System - import,2021-10-06 19:40:03,System - import,0
2151,VOORBURG,1916,2021-10-06 19:40:03,System - import,2021-10-06 19:40:03,System - import,0
2152,VOORHOUT,625,2021-10-06 19:40:14,System - import,2021-10-06 19:40:14,System - import,0
2153,VOORSCHOTEN,626,2021-10-06 19:40:17,System - import,2021-10-06 19:40:17,System - import,0
2154,VOORST GEM GENDRINGEN,237,2021-10-06 19:40:23,System - import,2021-10-06 19:40:23,System - import,0
2155,VOORST GEM VOORST,285,2021-10-06 19:40:23,System - import,2021-10-06 19:40:23,System - import,0
2156,VOORTHUIZEN,203,2021-10-06 19:40:24,System - import,2021-10-06 19:40:24,System - import,0
2157,VORCHTEN,246,2021-10-06 19:40:26,System - import,2021-10-06 19:40:26,System - import,0
2158,VORDEN,286,2021-10-06 19:40:27,System - import,2021-10-06 19:40:27,System - import,0
2159,VORSTENBOSCH,1721,2021-10-06 19:40:29,System - import,2021-10-06 19:40:29,System - import,0
2160,VORTUM MULLEM,756,2021-10-06 19:40:30,System - import,2021-10-06 19:40:30,System - import,0
2161,VRAGENDER,260,2021-10-06 19:40:30,System - import,2021-10-06 19:40:30,System - import,0
2162,VREDENHEIM,1680,2021-10-06 19:40:31,System - import,2021-10-06 19:40:31,System - import,0
2163,VREDEPEEL,984,2021-10-06 19:40:31,System - import,2021-10-06 19:40:31,System - import,0
2164,VREELAND,329,2021-10-06 19:40:31,System - import,2021-10-06 19:40:31,System - import,0
2165,VRIES,1730,2021-10-06 19:40:31,System - import,2021-10-06 19:40:31,System - import,0
2166,VRIESCHELOO,7,2021-10-06 19:40:33,System - import,2021-10-06 19:40:33,System - import,0
2167,VRIEZENVEEN,1700,2021-10-06 19:40:33,System - import,2021-10-06 19:40:33,System - import,0
2168,VROOMSHOOP,1700,2021-10-06 19:40:36,System - import,2021-10-06 19:40:36,System - import,0
2169,VROUWENAKKER,1673,2021-10-06 19:40:39,System - import,2021-10-06 19:40:39,System - import,0
2170,VROUWENPAROCHIE,63,2021-10-06 19:40:39,System - import,2021-10-06 19:40:39,System - import,0
2171,VROUWENPOLDER,717,2021-10-06 19:40:39,System - import,2021-10-06 19:40:39,System - import,0
2172,VUGHT,865,2021-10-06 19:40:40,System - import,2021-10-06 19:40:40,System - import,0
2173,VUREN,733,2021-10-06 19:40:46,System - import,2021-10-06 19:40:46,System - import,0
2174,WAAKSENS GEM LITT,140,2021-10-06 19:40:47,System - import,2021-10-06 19:40:47,System - import,0
2175,WAAL,694,2021-10-06 19:40:47,System - import,2021-10-06 19:40:47,System - import,0
2176,WAALRE,866,2021-10-06 19:40:47,System - import,2021-10-06 19:40:47,System - import,0
2177,WAALWIJK,867,2021-10-06 19:40:51,System - import,2021-10-06 19:40:51,System - import,0
2178,WAARDE,703,2021-10-06 19:40:59,System - import,2021-10-06 19:40:59,System - import,0
2179,WAARDENBURG,304,2021-10-06 19:40:59,System - import,2021-10-06 19:40:59,System - import,0
2180,WAARDER,595,2021-10-06 19:41:00,System - import,2021-10-06 19:41:00,System - import,0
2181,WAARDHUIZEN,874,2021-10-06 19:41:00,System - import,2021-10-06 19:41:00,System - import,0
2182,WAARLAND,395,2021-10-06 19:41:00,System - import,2021-10-06 19:41:00,System - import,0
2183,WAAXENS GEM DONGERADEEL,58,2021-10-06 19:41:01,System - import,2021-10-06 19:41:01,System - import,0
2184,WACHTUM,109,2021-10-06 19:41:01,System - import,2021-10-06 19:41:01,System - import,0
2185,WADDINXVEEN,627,2021-10-06 19:41:01,System - import,2021-10-06 19:41:01,System - import,0
2186,WADENOIJEN,281,2021-10-06 19:41:07,System - import,2021-10-06 19:41:07,System - import,0
2187,WAGENBERG,1719,2021-10-06 19:41:08,System - import,2021-10-06 19:41:08,System - import,0
2188,WAGENBORGEN,10,2021-10-06 19:41:08,System - import,2021-10-06 19:41:08,System - import,0
2189,WAGENINGEN,289,2021-10-06 19:41:09,System - import,2021-10-06 19:41:09,System - import,0
2190,WALEM,994,2021-10-06 19:41:18,System - import,2021-10-06 19:41:18,System - import,0
2191,WALSOORDEN,677,2021-10-06 19:41:18,System - import,2021-10-06 19:41:18,System - import,0
2192,WAMEL,668,2021-10-06 19:41:18,System - import,2021-10-06 19:41:18,System - import,0
2193,WANNEPERVEEN,1708,2021-10-06 19:41:19,System - import,2021-10-06 19:41:19,System - import,0
2194,WANROIJ,1702,2021-10-06 19:41:20,System - import,2021-10-06 19:41:20,System - import,0
2195,WANSSUM,993,2021-10-06 19:41:21,System - import,2021-10-06 19:41:21,System - import,0
2196,WANSWERT,1722,2021-10-06 19:41:21,System - import,2021-10-06 19:41:21,System - import,0
2197,WAPENVELD,246,2021-10-06 19:41:22,System - import,2021-10-06 19:41:22,System - import,0
2198,WAPSE,1701,2021-10-06 19:41:23,System - import,2021-10-06 19:41:23,System - import,0
2199,WAPSERVEEN,1701,2021-10-06 19:41:23,System - import,2021-10-06 19:41:23,System - import,0
2200,WARDER,478,2021-10-06 19:41:24,System - import,2021-10-06 19:41:24,System - import,0
2201,WARFFUM,1651,2021-10-06 19:41:24,System - import,2021-10-06 19:41:24,System - import,0
2202,WARFHUIZEN,1663,2021-10-06 19:41:25,System - import,2021-10-06 19:41:25,System - import,0
2203,WARFSTERMOLEN,79,2021-10-06 19:41:25,System - import,2021-10-06 19:41:25,System - import,0
2204,WARMENHUIZEN,395,2021-10-06 19:41:25,System - import,2021-10-06 19:41:25,System - import,0
2205,WARMOND,628,2021-10-06 19:41:27,System - import,2021-10-06 19:41:27,System - import,0
2206,WARNS,104,2021-10-06 19:41:28,System - import,2021-10-06 19:41:28,System - import,0
2207,WARNSVELD,291,2021-10-06 19:41:29,System - import,2021-10-06 19:41:29,System - import,0
2208,WARSTIENS,55,2021-10-06 19:41:31,System - import,2021-10-06 19:41:31,System - import,0
2209,WARTEN,55,2021-10-06 19:41:31,System - import,2021-10-06 19:41:31,System - import,0
2210,WASKEMEER,85,2021-10-06 19:41:32,System - import,2021-10-06 19:41:32,System - import,0
2211,WASPIK,867,2021-10-06 19:41:32,System - import,2021-10-06 19:41:32,System - import,0
2212,WASSENAAR,629,2021-10-06 19:41:33,System - import,2021-10-06 19:41:33,System - import,0
2213,WATEREN,1701,2021-10-06 19:41:41,System - import,2021-10-06 19:41:41,System - import,0
2214,WATERGANG,852,2021-10-06 19:41:41,System - import,2021-10-06 19:41:41,System - import,0
2215,WATERHUIZEN,18,2021-10-06 19:41:41,System - import,2021-10-06 19:41:41,System - import,0
2216,WATERINGEN,630,2021-10-06 19:41:41,System - import,2021-10-06 19:41:41,System - import,0
2217,WATERLANDKERKJE,1714,2021-10-06 19:41:45,System - import,2021-10-06 19:41:45,System - import,0
2218,WAVERVEEN,736,2021-10-06 19:41:45,System - import,2021-10-06 19:41:45,System - import,0
2219,WEDDE,7,2021-10-06 19:41:46,System - import,2021-10-06 19:41:46,System - import,0
2220,WEERSELO,1774,2021-10-06 19:41:46,System - import,2021-10-06 19:41:46,System - import,0
2221,WEERT,988,2021-10-06 19:41:47,System - import,2021-10-06 19:41:47,System - import,0
2222,WEESP,457,2021-10-06 19:42:00,System - import,2021-10-06 19:42:00,System - import,0
2223,WEHE DEN HOORN,1663,2021-10-06 19:42:06,System - import,2021-10-06 19:42:06,System - import,0
2224,WEHL,292,2021-10-06 19:42:06,System - import,2021-10-06 19:42:06,System - import,0
2225,WEIDUM,140,2021-10-06 19:42:08,System - import,2021-10-06 19:42:08,System - import,0
2226,WEITEVEEN,114,2021-10-06 19:42:08,System - import,2021-10-06 19:42:08,System - import,0
2227,WEKEROM,228,2021-10-06 19:42:09,System - import,2021-10-06 19:42:09,System - import,0
2228,WELL GLD,263,2021-10-06 19:42:09,System - import,2021-10-06 19:42:09,System - import,0
2229,WELL LB,893,2021-10-06 19:42:10,System - import,2021-10-06 19:42:10,System - import,0
2230,WELLERLOOI,893,2021-10-06 19:42:10,System - import,2021-10-06 19:42:10,System - import,0
2231,WELSUM,1773,2021-10-06 19:42:11,System - import,2021-10-06 19:42:11,System - import,0
2232,WEMELDINGE,678,2021-10-06 19:42:11,System - import,2021-10-06 19:42:11,System - import,0
2233,WENUM WIESEL,200,2021-10-06 19:42:12,System - import,2021-10-06 19:42:12,System - import,0
2234,WERGEA,55,2021-10-06 19:42:13,System - import,2021-10-06 19:42:13,System - import,0
2235,WERKENDAM,870,2021-10-06 19:42:13,System - import,2021-10-06 19:42:13,System - import,0
2236,WERKHOVEN,312,2021-10-06 19:42:16,System - import,2021-10-06 19:42:16,System - import,0
2237,WERNHOUT,879,2021-10-06 19:42:17,System - import,2021-10-06 19:42:17,System - import,0
2238,WERVERSHOOF,459,2021-10-06 19:42:18,System - import,2021-10-06 19:42:18,System - import,0
2239,WESEPE,1773,2021-10-06 19:42:19,System - import,2021-10-06 19:42:19,System - import,0
2240,WESSEM,1937,2021-10-06 19:42:20,System - import,2021-10-06 19:42:20,System - import,0
2241,WEST GRAFTDIJK,365,2021-10-06 19:42:20,System - import,2021-10-06 19:42:20,System - import,0
2242,WESTBEEMSTER,370,2021-10-06 19:42:21,System - import,2021-10-06 19:42:21,System - import,0
2243,WESTBROEK,310,2021-10-06 19:42:21,System - import,2021-10-06 19:42:21,System - import,0
2244,WESTDORP,1681,2021-10-06 19:42:21,System - import,2021-10-06 19:42:21,System - import,0
2245,WESTDORPE,715,2021-10-06 19:42:21,System - import,2021-10-06 19:42:21,System - import,0
2246,WESTENDORP,295,2021-10-06 19:42:22,System - import,2021-10-06 19:42:22,System - import,0
