ID,Name,CreatedOn,CreatedBy,LastUpdate,UpdateBy,Deleted
273,PUTTEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
274,RENKUM,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
275,RHEDEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
277,ROZENDAAL,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
278,RUURLO,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
279,SCHERPENZEEL,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
280,STEENDEREN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
281,TIEL,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
282,UBBERGEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
285,VOORST,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
286,VORDEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
289,WAGENINGEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
291,WARNSVELD,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
292,WEHL,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
293,WESTERVOORT,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
294,WINTERSWIJK,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
295,WISCH,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
296,WIJCHEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
297,ZALTBOMMEL,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
298,ZELHEM,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
299,ZEVENAAR,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
301,ZUTPHEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
302,NUNSPEET,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
303,DRONTEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
304,NEERIJNEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
305,ABCOUDE,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
306,AMERONGEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
307,AMERSFOORT,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
308,BAARN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
310,DE BILT,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
311,BREUKELEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
312,BUNNIK,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
313,BUNSCHOTEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
315,DOORN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
316,DRIEBERGEN-RIJSENBURG,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
317,EEMNES,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
321,HOUTEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
326,LEERSUM,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
327,LEUSDEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
329,LOENEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
331,LOPIK,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
332,MAARN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
333,MAARSSEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
335,MONTFOORT,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
339,RENSWOUDE,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
340,RHENEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
342,SOEST,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
344,UTRECHT,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
345,VEENENDAAL,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
351,WOUDENBERG,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
352,WIJK BIJ DUURSTEDE,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
353,IJSSELSTEIN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
355,ZEIST,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
356,NIEUWEGEIN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
358,AALSMEER,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
361,ALKMAAR,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
362,AMSTELVEEN,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
363,AMSTERDAM,2021-10-06 18:29:57,System - import,2021-10-06 18:29:57,System - import,0
